Type,Cleaned_content
neutral,facil lettabl area 19000 sq plot plant locat ratasmaki busi park purchas citi forssa
neutral,figur includ food export finland
neutral,figur includ chang fair valu properti portfolio eur 262 million
neutral,filter tip cover volum rang 011200 l includ new size 10 20 100120 200 300 1000 1200 l volum capac
neutral,final outcom right offer report around 23 octob 2009
neutral,firm build compon mobil phone commun product
neutral,goal signific expans finland northern baltic region
neutral,govern start selloff last month put 8 percent stake teliasonera auction bloc
neutral,group post net sale 353 mln euro 465 mln oper profit 760000 euro 10 mln 2005
neutral,group net sale 2007 eur683 6
neutral,group turnov 2006 eur 392 million oper profit eur 39 million
neutral,liquid handl segment offer laboratori equip accessori includ mechan electron pipett dispos tip use research institut univers hospit well pharmaceut food industri biohit brand
neutral,manufactur cpp undertaken exist export orient unit eou wartsila factori khopoli near mumbai
neutral,manufactur begin pietarsaari begin year 2009 deliveri take place octob 2009
neutral,market expect heineken sell hartwal whole part
neutral,merger two telecom oper expect result world fourth largest telecom oper
neutral,signific capit expenditur item global enterpris resourc plan erp project product develop product machin
neutral,move carri transfer hkscan productionrel properti plant equip well hold subsidiari associ compani countri hkscan finland
neutral,net sale healthcar trade busi 2009 eur 1451 million eur 1552 million oper profit eur 89 million eur 79 million
neutral,net sale power plant busi eur 7103 million 2005
neutral,new share entitl holder dividend fiscal 2006
positive,newli creat posit establish strengthen amer sport manag strateg plan execut
neutral,newspap best sale asset high qualiti journal journalist content
neutral,nonrecur cost caus talentum premedia busi area restructur amount 20 mln euro 27 mln includ compani financi result second quarter 2007
neutral,ongo project tekla structur use vashi exhibit centr develop insteel engin pvt ltdiivrcl infrastructur project ltd cidco
neutral,oper sold includ manufactur unit finland franc poland turkey well sale unit germani lithuania
neutral,option might includ partial total divest sharehold ovako
neutral,orangehandl scissor fiskar part perman design collect museum modern art new york well philadelphia museum art
neutral,order also cover design servic hardwar softwar licenc well mainten servic six year
neutral,order also includ extens mainten work shoe press deliv vaahto 2001
neutral,order consist outsourc applic manag support plan tecnotre thirdparti applic
neutral,order includ 48 ship crane deliv 12 contain feeder built wenchong shipyard china
neutral,order valu eur 69 mn consist design servic hardwar softwar licenc
neutral,order also includ highpow drive control seismic compressor
neutral,order 26 machineroomless kone monospac elev would instal 2006
neutral,oulu plant employ approxim 120 peopl
neutral,percentag share vote right calcul proport total number share regist trade regist total number vote right relat
neutral,pershar subscript price share subscrib option right eur 135
neutral,plant schedul complet late februari 2007 hand area januari two supplier nokia aspocomp group oyj perlo announc plan establish plant within nokia complex togeth invest rs 365 crore
neutral,polish busi employ 1000 peopl net sale eur 70mn 2007
neutral,portfolio compris 118000 m2 leasabl space vacanc rate roughli 5 let around 140 tenant two largest swedish govern ericsson
positive,product capac tripl without major addit invest compani said
neutral,program start summer 2007 origin estim last approxim two year
neutral,propos sharehold elect mr hannu krogeru board base long unrival experi knowledg matter relat elcoteq
neutral,remaind revenu come technolog agreement firm interdigit said
neutral,remain amount fund debt danish bank said
neutral,reorganis carri transfer hkscan corpor productionrel properti plant equip finland well hold subsidiari associ hkscan finland oy hold compani wholli own hkscan corpor
neutral,report contain categori level compani brand share well distribut share inform 2007 2008
neutral,result tax loss 250 million euro
neutral,result enabl prepar conceptu plant design capit estim
neutral,retail chain launch 2007 correspond profit sale forecast compani
neutral,russian ga giant invest anoth 46 million lita compani late 2004 own 995 percent stock capit amount 86936 million lita
neutral,second compani acquir sweden reftel maskinservic ab whose busi mainli field servic spare part manufactur 10 employe 12 mln eur sale year
neutral,segment compani oper frozen food busi seafood veget oil busi grain trade busi oper
neutral,sell consortium includ fund manag oko bank ventur capit unit bio fund manag finnish industri invest governmentown invest group
neutral,solut demonstr tablet develop aava mobil multiwindow system enabl use sever applic simultan exampl view messag calendar side side
neutral,solut instal usa support north american oper custom
negative,staff reduct start immedi glaston ad
neutral,stockmann depart store total floor space 8000 squar metr stockmann invest project price tag eur 12 million
neutral,studi expect start 2008
neutral,swedish buyout firm sold remain 224 percent stake almost eighteen month take compani public finland
neutral,swedish maritim administr close furusund channel vike line normal charter en rout stockholm
neutral,tank deliv compani current build chemic tank farm antwerp northern belgium
neutral,tekla structur product box need made recycl materi
neutral,term transact remain undisclos
positive,servic fesco tell exampl strengthen relationship logist compani oper intern level
neutral,total capac factori approxim 100 engin year
neutral,total emiss reduct 1999 2017 thu 41
neutral,total floor area plant expans 29000 squar metr
negative,total headcount reduct 50 person compani said
neutral,total invest 2006 2007 expect amount eur75m
neutral,total invest compani eur58m wartsila share eur29m
neutral,total invest project approxim eur 36m
neutral,total valu agreement usd4 0 compani said
neutral,total valu contract eur 8 million
neutral,total valu deal usd 29mn
neutral,total valu project eur53m includ plot transfer atria
neutral,total valu project estim 30 mln euro 44 mln servic 20 mln euro 29 mln thirdparti licenc 10 mln euro 15 mln
neutral,total valu two contract eur 21 million
neutral,transact plan financ eur40m marketbas loan grant standard charter bank hong kong
neutral,transact valu cad 15 million approxim eur 10 million
neutral,unit client mainli field specialist conveni good well textil shoe furnitur busi
neutral,valu contract eur 27mn
neutral,valu contract eur1 0 poyri headquart vantaa finland provid consult engin servic energi forestri infrastructur environ sector
neutral,valu contract eur 25mn
neutral,valu contract total usd12m
neutral,valu contract eur 33 mn
neutral,valu deal disclos
neutral,valu deal estim sek25m sek50m
neutral,valu deal disclos
neutral,valu multiyear agreement eur 2mn year
neutral,valu threeyear contract estim eur40m
neutral,valu kind order amount usual euro 2 3 million
neutral,webmarela applic handl invit quot quot comparison agreement purchas invoic inspect inventori manag deliveri
neutral,ventur 51 own kemira 49 ivrcl oper inorgan coagul manufactur facil built vishakapatnam vizag state andhra pradesh kick oper second half 2011
negative,workforc reduc also amsterdam offic netherland
neutral,work includ lay natur stone pavement instal underground heat surfac water drainag system
neutral,previou share subscript 2004 stock option
neutral,new unit built cargotec state art manufactur facil san antonio texa usa start oper 2009
neutral,share transact part compani strategi relinquish asset part core busi
neutral,six agreement compani first custom acquisit india sinc take tv electron contract manufactur facil jun 2007
neutral,could us time said
neutral,order deliv bring total output electr itali gener wartsila equip 1300 mw
neutral,rate best highest among ci countri central eastern europ
neutral,wood lacquer clock come stripi handcrochet cover
neutral,tikkurila acquir major stake kolorit paint autumn 2004
neutral,see slide show newest product releas fiskar
neutral,total valu contract eur 10mn
neutral,trade name velta uk former uponor brand compani uponor longterm partner suppli veltabrand system particularli commerci industri build sector uk intern
neutral,tulikivi manufactur heatretain soapston ceram fireplac well natur stone product util ceram
neutral,tvo twounit 1740 mw olkiluoto plant gener 142 twh oper ratio across reactor 935 compani describ high intern standard
neutral,tyrvinen opinion airlin repeat time alreadi howev
neutral,finnish law parliament grant licenc build nuclear power plant
neutral,agreement larox transfer 10 employe within engin document relat deliveri project product mainten finland etteplan januari 1 2007
neutral,agreement benefon forthcom rang twig integr gp navig mobil phone devic use jointli develop webbas track locat technolog consum commerci applic
neutral,term agreement bung acquir raisio keiju makuisa pyszni duet brand manufactur plant finland poland
neutral,transact agreement metsaliitto purchas 247 metsabotnia share upm 3 mreal
neutral,underground park facil also built basement floor
neutral,unit price straddl carrier vari eur700 000 eur900 000 compani ad
neutral,unlist british biolog make b protein diseasespecif supplement cover diabet hepat asthma cardiovascular ailment
neutral,upm biggest produc magazin paper europ market share 30 pct like say price segment best flat quarter analyst said
neutral,upmkymmen said indic interest domest consolid
neutral,upon complet deal panostaja establish new busi area within group focu heat treatment metal
neutral,vacon aim establish presenc solar energi busi variou part world toward end 2010 said olli teva market director renew energi applic
neutral,vaisala board director propos dividend 085 euro 124 per share compani annual gener meet
neutral,vaisala expertis lightn data inform system base extens experi invest rd
neutral,valmet automot report net sale eur 85mn oper profit eur 8mn
neutral,bring new commit leadership busi strateg knowhow compani buy
neutral,look forward take part futur develop compani say toma bill presid nordstjernan
neutral,veidekk headquart oslo norway scandinavian construct properti develop group 6350 employe norway sweden denmark annual turnov nok16 4 bn
neutral,compani indic level invest unit said purchas equip nokia corpor mobil phone rd laboratori jyvaeskyla
neutral,subscrib magazin
neutral,vianor sell tire car truck well rang car part provid mainten servic
neutral,vike line stx finland said monday plan build 240 million euro ferri would launch turkustockholm rout spring 2013
neutral,govern exempt certain stainless steel product antidump duti finlandbas outokumpu today said look enter suppli pact indian railway soon
neutral,new arrang custom respons becom mainli region
neutral,acquisit wireless modem unit approxim 1100 employe transfer renesa electron corpor
neutral,hear latest insight updat citycon strategi well latest news busi unit
negative,personnel reduct primarili affect work parent compani diagnost busi product logist liquid handl busi
positive,asiapacif region visa wave avail malaysia taiwan south korea expand japan southeast asia year jung ad
negative,third quarter fiscal 2008 efor swung net loss eur 400000 versu net profit eur 200000 correspond period fiscal 2007
negative,konecran oyj kcr1v fh fell 55 percent 2051 euro biggest fall sinc june
neutral,meanwhil minor sharehold expect teliasonera retain bid sell share
negative,net sale financi year 2006 expect amount eur20m oper result ebit expect loss announc
negative,oper loss total eur 25mn compar profit eur 63mn correspond period 2005
negative,product level agre produc long time ago fall consumpt lead loss
negative,return invest roi 41 compar 438 first half 2008
negative,ssh commun secur corp stock exchang releas octob 14 2008 245 pm compani updat full year outlook estim result remain loss full year
negative,sale result capit loss eur5m solidium obtain tikkurila share march 2010
neutral,group result tax loss eur 06 06 million
negative,group result tax eur 19 30 million
negative,group sale period eur 375 million eur 482 million 192008 result tax loss eur 35 12 million
neutral,fair valu invest properti eur 2 2510 1 2814 million
negative,total 165 mn passeng ship journey took place northern baltic sea 2007 slightli 165 mn 2006
negative,finnish media group talentum issu profit warn
negative,finnish ship compani finnlin pretax loss total eur 65 mn third quarter 2009 compar profit eur 03 mn third quarter 2008
negative,finland citi forssa said pay compens food industri compani hk ruokatalo atria lye leak tap water occur march 2008
negative,acando ab acanb ss fell 89 percent 1335 kronor lowest close sinc dec 11
neutral,accord ship compani vike line eu decis signific financi impact
negative,accord ceo matti perkonoja parent compani hkscan compani perform first quarter 2010 remain clearli level correspond period 2009
neutral,point 2010 separ compani name palmberg tekmanni lemcon forssan betoni suonenjoen betonituot among other disappear
negative,cencorp net sale first quarter estim eur091 2 compar eur4 5 first quarter 2008
negative,dilut earn per share ep stood eur 025 versu eur 042
negative,earn per share ep amount loss eur0 05
negative,earn per share ep amount loss eur0 38
negative,earn per share ep amount loss eur0 06
negative,earn per share loss eur0 24
negative,expens ratio 1026 compar 929 correspond period 2005
negative,finnish autom solut develop cencorp corpor omx helsinki cnc1v issu thursday 18 septemb profit warn third quarter 2008
neutral,finnish autom solut develop cencorp corpor omx helsinki cnc1v report thursday 6 novemb oper loss eur1 3 net sale eur11 9 period januari septemb 2008
negative,finnish commun electron compon supplier scanfil oyj tuesday said sale first half 2006 15 lower period year ago
negative,finnish forest industri group stora enso oyj issu thursday 20 march profit warn first quarter 2008
neutral,finnish home decor art craft retail tiimari plc omx helsinki tii1v report monday 18 august oper loss eur3 3 net sale eur33 9 period januaryjun 2008
negative,finnish technolog compani raut corpor omx helsinki rutav issu tuesday 23 septemb profit warn financi year 2008
neutral,said sale activ market
negative,q1 2009 compani oper loss total eur 03 mn compar profit eur 36 mn q1 2008
negative,report period ep stood eur0 07 versu eur0 11
negative,last year 83 million passeng flew airlin 4 percent 2007
negative,loss financi item total eur 97 mn compar profit eur 13 mn correspond period 2008
negative,loss period total eur 156 mn compar profit eur 63 mn 2008
negative,myllykoski one paper plant finland one us three germani revenu eur286m first half 2010 oper loss eur12m reuter said
neutral,net loss period 2009 euro18 6 million
negative,nokia siemen network struggl make profit past two year
negative,oper loss amount eur 09 mn first half 2006 compar profit eur 05 mn first half 2005
negative,oper loss pulp paper machineri unit eur 3mn septemb 2007 august 2008 compar profit eur 37 mn year earlier
negative,oper loss total eur 03 mn compar profit eur 22 mn correspond period 2007
negative,oper loss total eur 08 mn compar profit eur 05 mn
negative,oper loss total eur 127 mn compar profit eur 177 mn first half 2008
negative,oper loss total eur 32 mn compar profit eur 72 mn third quarter 2008
negative,oper loss total eur 40 mn compar profit eur 86 mn second quarter 2008
negative,oper loss total eur 52 mn compar loss eur 34 mn correspond period 20082009
negative,oper profit nonrecur item eur 83 mn first nine month 2008 compar eur 84 correspond period 2007
negative,pretax loss total eur 117mn compar loss eur 65mn correspond period
negative,pretax loss total eur 1623 mn compar profit eur 2535 mn 2007
negative,pretax loss total eur 499 mn compar loss eur 154 mn correspond period 2008
negative,pretax profit total eur 49 mn compar eur 52 mn first quarter 2005
negative,publish sweden oper loss eur 11 mn q1 2009 compar profit eur 06 mn year ago
positive,raisio malt capac full use 2008
negative,raw materi price surg past year fuel part rapid industri china india develop nation
negative,rival say qualcomm fewer patent 3g phone earlier version lower rate
negative,compani report today oper loss eur0 1 net sale eur4 5 first quarter 2008
negative,compani annual loss amount eek 18mn compar profit eek 73 mn 2008
negative,fair valu chang invest properti eur 158 mn compar eur 229 mn third quarter 2009
neutral,impact cableway telest net sale 2009 estim eur 4 million
negative,stock hit profit warn finnish rival rautaruukki oyj omx rtrk
negative,finnish bank _land _landsbanken issu profit warn
negative,finnish forest machineri manufactur ponss issu profit warn
negative,cerberu capit manag lpback print paper maker newpag corp post mix secondquart result cast cloud plan initi public offer
negative,finnish electron manufactur servic em compani elcoteq se post net loss 664 mln euro 912 mln first half 2007 compar net profit 71 mln euro 98 mln period 2006
negative,finnish laboratori liquid handl diagnost test system develop biohit oyj omx helsinki biobv issu tuesday 3 june profit warn financi year 2008
negative,finnish retail softwar develop aldata solut oyj report net loss 117 mln euro 172 mln 2007 versu net profit 25 mln euro 37 mln 2006
negative,finnish textil cloth group marimekko oyj post net profit 799 mln euro 104 mln 2006 compar 84 mln euro 109 mln 2005
negative,2009 stora enso net loss eur 8797 million compar eur 6734 million previou year
negative,januaryjun 2010 dilut loss per share stood eur0 3 versu eur0 1 first half 2009
negative,octob upm report thirdquart net loss euro86 million 110 million compar net profit euro120 million 2007
negative,oper loss amount eur 07 mn compar profit eur 08 mn second quarter 2005
negative,oper loss nonrecur item eur 09 mn compar profit eur 115 mn 2008
negative,oper profit margin 83 compar 118 year earlier
negative,oper profit eur 16 mn 2005 compar eur 59 mn 2004
negative,oper result show loss eur 29 mn year show profit eur 06 mn
negative,perform 2006 impact consolid trend telecom sector overal structur chang contract manufactur market telecommun technolog industri electron
negative,salcomp oyj finnish maker mobil phone charger monday post eur1 49 million loss second quarter compar 170 million profit period previou year
negative,scanfil also issu profit warn
negative,scanfil issu profit warn 10 april 2006
negative,oper loss amount eur 08 mn compar profit eur 39 mn year earlier
negative,periodend cash cash equival total eur6 5 compar eur10 5 previou year
negative,poorest index figur given finnish power compani fortum 45
negative,real estat compani post net loss x201a 593 million x201a 021 per share compar net profit x201a 31 million x201a 011 per share correspond quarter 2007
negative,tighten competit situat product autom market affect net sale 2006 cencorp said
negative,tietoen 113 pct 1838 extend recent low last week secondquart report dealer said
positive,oper profit exclud restructur cost grew eur 445 million eur 317 million oper profit includ restructur cost show even larger growth eur 385 million eur 74 million
positive,china base oper enabl us fulli leverag resourc expertis wireless solut also strengthen capabl offer industrylead product custom china
positive,cost cut measur produc around eur70m save past nine month dampen airlin loss finnair said
positive,group turnov full fiscal year expect show slight increas previou fiscal year
positive,talk aim restructur oper cut cost
neutral,transact support huhtamaki strateg review rigid plastic consum good oper say huhtamki oyj ceo jukka moisio
positive,consolid oper profit exclud oneoff item eur 306 mn eur 296 mn year earlier
positive,ebit exclud nonrecur item estim increas 2009
neutral,februari 2011 new word ident document act make mobil id stateapprov electron document februari 1st 2011 enter forc
positive,lean system support chang manag compon purchas extrem well
positive,oper profit exclud nonrecur item increas 27 eur 819 mn eur 644 mn correspond period 2008
neutral,plan ethanol energi product plant oper correl wast treatment unit paper mill
positive,transact also ration pulp paper industri relat solut
positive,cash flow busi oper total eur 04 mn compar neg eur 155 mn first half 2008
positive,cash flow oper total eur 271 mn compar neg eur 083 mn correspond period 2008
positive,cash flow oper total eur 74 mn compar neg eur 686 mn second quarter 2008
positive,ebit exclud nonrecur item total eur 678 mn eur 381 mn
positive,finnish energi compani fortum oyj said novemb 13 2007 grant environment permit build biofuelfir combin heat power chp plant vartan harbor eastern stockholm
positive,follow transact lundbeck worldwid right nalmefen exclud north america mexico turkey southkorea
positive,nokia 012 pct 1670 eur kick morn neg territori
positive,return invest 50 compar neg 41 2009
positive,district court helsinki dismiss charg court first instanc 2005
positive,thu method cut work cost fasten plan build process
positive,cut number plant group trim fix cost
neutral,result expect late 2006
neutral,copi republ redistribut afx new content includ frame similar mean expressli prohibit without prior written consent afx new
neutral,compani report profit 800000 euro 12 mlnon sale varesvuo partner subgroup loss 400000 euro 623000 caus sale program product subsidiari oy filmiteollisuu fine ab
negative,far norwegian norsk skog reduc staff level 1000 peopl plan reduc product 200000 ton 2008 finnishswedish stora enso cut staff 1700 peopl product 500000 ton
neutral,extract filtrat high clariti dri filter cake meet requir transport moistur limit tmlsfor ore grade
negative,25 march 2011 finnish electron contract manufactur scanfil oyj hel scf1v said today plan merg wholli own scanfil em group ojalayhtyma oy hit snag sharehold domest rival reject deal
neutral,part new strategi finnish biohit plan incorpor diagnost busi separ limit compani
neutral,finnish benefon deni claim made press compani give mobil handset busi
neutral,split number k share 9 540 000 number share 26 885 540
neutral,reproduct distribut prohibit
neutral,consequ work council withdrawn petit suspend reorganis
neutral,negoti reduct 21 person taken place natur redund termin fixedterm contract
negative,elisa ceo sami seppanen said emt slogan best coverag across estonia clearli give mislead inform consum
neutral,establish 1987 srv group privat finnish construct concern oper finland baltic countri russia
negative,case effect would neg finland
neutral,initi estim total valu contract 250 000 euro exclud vat
neutral,would prematur talk date volum invest procedur said
neutral,mr clausen howev refus comment option nordea would consid buy citadel bank
neutral,nokia capcom announc resid evil degener releas ngage later year
negative,nokia certainli disagre qualcomm view patent situat
neutral,ollipekka kallasvuo elect vice chairman board
neutral,ollipekka lain appoint chairman erkki pehulehtonen vice chairman board
negative,outokumpu steel mill tornio finland suspect sourc
negative,possibl personnel reduct concern approxim 104 peopl
neutral,risk exposur nonlif insur move 12month expens function nonlif insur exclud expens invest manag expens servic render nonlif insur invest portfolio alloc
neutral,secur file onlin like fill tax return make backup bore
negative,go bed worri everi night said
neutral,challeng compani howev find new sourc raw materi said risto rinn ceo nest oil
negative,compani initi estim would cut 30 job
neutral,compani tri adapt oper temporari layoff differ durat work hour arrang train develop effort
neutral,effect may remain shortliv howev
neutral,ipad applic join iphon app part monster rang mobil applic job hunt
neutral,issu came connect discuss local municip concern sale water industri facil
negative,number bodili injuri case quadrupl 20002006
neutral,purchas price paid cash upon closur transact schedul april 1 2009
neutral,size extens 185 alreadi let gross area 2830 sq 30460 sq ft
neutral,symbian foundat plan revis procedur test sign softwar digit sign trojan symbian mobil phone oper system mistak
neutral,term condit stock option scheme 2008 avail compani internet page wwwsanomacom
neutral,third applic fortum drop
neutral,tieto servic also use send process receiv materi relat absente vote
neutral,trade code eli1v number share 99483 priceshar gratuit transfer elisa hold total 10435023 share
neutral,wife look forward get paycheck quip recent sixknot current swirl around anchor heavili sponsor jet sled
neutral,high figur european scale noop said recal howev also includ beer bought finnish tourist
neutral,tweepl check follow cautiou click url tinyurl
neutral,expens water brand finland moment
neutral,15 septemb 2010 finnish electr compon maker salcomp oyj hel sal1v announc today launch latest twist charger platform
neutral,total 1800000 stock option issu 2003 stock option scheme
neutral,worm set activ friday corrupt document use common file type includ
negative,accord swedish author trace toxic osmium tetroxid found coast permeri northernmost part gulf bothnia
negative,finnish airlin finnair start temporari layoff cabin crew februari 2010
neutral,finnish energi compani fortum set new stricter target limit shortterm carbon dioxid emiss heat electr product
negative,finnish food worker union sel plan hasten collect bargain twoday strike would begin 7 april 2010 finland
neutral,finnish honkarakenn specialis build log hous plan use pine russian karelia
neutral,finnish konecran tri acquir italian fantuzzi manufactur gantri crane reach stacker
negative,finnish mreal kyro mill start negoti cut staff
neutral,finnish nordic aluminium start employeremploye negoti finland concern staff group
neutral,finnish publish print group ilkkayhtym introduc staff smoke ban begin 2007 compani three newspap
neutral,finnish stockmann group mail order unit hobbi hall launch trial market campaign russia
negative,finnish suominen flexibl packag cut 48 job unit tamper two nastola finland
negative,finland media group talentum start personnel negoti cut staff parent compani talentum publish unit talentum media
negative,accord laavainen raisio food market use reactiv inconsist
neutral,accord prosecutor share transact carri hk ruokatalo proceed negoti concern acquisit swedish meat
neutral,accord tiimari consum advis cut away rabbit bow tie contain formadehyd dispos
neutral,charg dismiss
neutral,alpina sport lebanon new hampshir usa base distributor eg alpina ski shoe ski exel ski pole start ski wax also peltonen crosscountri ski
neutral,among biggest christma seller 35 satin bow shift dress style outfit worn victoria beckham 75 pari hilton prom dress
neutral,among scandinavian compani present st petersburg also name swedish concern ncc implement project field asphalt product road hous construct project swedish krona
neutral,intern confer call audio webcast concern financi result januarymarch 2010 begin 1400 eet
neutral,anoth problem colaflavour long drink
neutral,antniemi refut report finnish daili turun sanomat compani reorgan oper baltic countri
negative,antti orkola presid kemira growhow industri solut unit told thomson financi new compani put open mine price phosphat quit depress long time
negative,appli summer work seen labori stress
negative,arcelormitt chief execut offic lakshmi mittal alreadi cut output furnac
neutral,part plan board director decid transfer maximum 330000 share held compani share issu payment direct aspo manag oy hold compani acquir manag
negative,result 12 peopl made redund total 67 person laid temporarili
neutral,result start negoti bank provision amend concern coven credit term
negative,result negoti compani decid make 45 peopl redund financi product ground
negative,product product continu normal temporari layoff concern simultan 80 employe
neutral,atria said offer would give swedish compani continu ownership control slaughter cut oper
neutral,aug 17 2010 curb deliv newstex latest rack cover shop retail sidewalk
neutral,bertrand sciard vice chairman board director aldata solut sinc april 2007
neutral,bovin slaughter cut kuopio facil transfer kauhajoki slaughterhous
negative,chief execut offic ollipekka kallasvuo chang tuesday mark third time nine month compani reshuffl execut oper nokia lose ground appl iphon rim blackberri
negative,cut equival cost 3545 employe target compani said
negative,eb announc stock exchang releas novemb 18th 2008 jt bergqvist resign chairmanship membership board eb
neutral,finlandbas intern machineri rental compani ramir plc omx helsinki rmr1v said friday 9 may presid ceo kari kallio inform board intent retir year 2009
neutral,finnish electr compon maker salcomp oyj hel sal1v announc today launch latest twist charger platform
negative,finnish soapston process fireplac maker tulikivi oyj said februari 26 2007 would cut less 20 job fireplac sale organ product facil subsidiari kermansavi oy
negative,finnish suominen flexibl packag ltd own local textil compani suominen corpor group hel suy1v said today would start employe negoti concern entir personnel finland
negative,finnish vaahto group provid papermak technolog process machineri start negoti concern temporari layoff 140 employe compani plant hollola tamper finland
neutral,fortum look invest sever new product unit includ new wastefir unit brista combin heat power chp plant biofuelsbas product unit vartan chp plant
neutral,get midnighttrad realtim report delay
neutral,global life scienc industri strictli regul intern nation author
negative,said lose five famili month economi mani make altern arrang save money
neutral,resign take effect immedi
neutral,huhtamaki rigid plastic consum good oper mainli europ separ new report segment 1 januari 2009
negative,addit product varpaisj_ rvi factori stop begin april 2009
negative,addit product personnel sport divis given temporari layoff warn
neutral,decemb amer announc dismiss ceo roger talermo head compani sinc 2006
neutral,europ paper industri situat paradox
neutral,parallel teliasonera decid conduct compulsori acquisit
negative,sweden oversuppli pharmaci
negative,incap furnitur present negoti staff cut
negative,initi compani said maximum 15 peopl would made redund parent compani 15 subsidiari
negative,disappoint see plan fold
negative,awkward thing use hold phone one hand
negative,jul 18 polic look man say terror three male gunpoint east mapl avenu afternoon shoot one kidnap anoth
neutral,jussi pesonen member sampo board sinc 2006 renounc seat sampo board
neutral,kesko previous publish stock exchang releas concern deal 7 februari 2007
negative,korhonen dismiss post editor chief group newspap lapin kansa decemb 2008
negative,last year upm cut product close mill finland slash 700 job
neutral,less ten peopl face pension agreement
negative,adp new jan 27 2009 finnish industri machineri compani vaahto group ltd oyj hel wat1 said today subsidiari vaahto ltd would cut 15 job finland
negative,adpnew dec 1 2009 finnish cutleri hand tool maker fiskar oyj abp hel fisa said today make redund total 18 offic manag staff member subsidiari iittala group ltd
neutral,adpnew dec 30 2009 finnish invest group neomarkka oyj hel nembv said today furlough employe unit reka cabl ltd less 90 day start januari 2010
neutral,manag director timo kohtamki lemminkinen infra nevertheless point continu need infrastructur construct baltic market
negative,14000 custom left powerless
neutral,mr kari stadigh carri chairman board mr matti arteva vicechairman
neutral,mreal start statutori employeremploye negoti _nekoski board mill concern 130 peopl
neutral,nest oil refineri combin crude oil refin capac approxim 260000 barrel day
neutral,new chairman board director mr chaim katzman give present answer question
neutral,nokia inaugur manufactur plant near chennai 11 mar 2006
neutral,nokia request compani stop make sell mobil phone pay monetari damag cost
neutral,20 march 2006 stora enso refus comment news way
neutral,panostaja oyj board also decid organis meet held upon complet agm implement agm decis concern board member fee paid share way share transfer quarterli basi date follow public quarterlyannu report
neutral,rapala fish frenzi 2009
neutral,resid access block plan aleksandri street
neutral,russian media ventur minor sharehold peter hervi deni plan sell ova press daili said
neutral,russian offici inspect damag gave vessel permiss continu tallinn around 430 norwegianregist mt sten nordic carri 11000 ton ga oil man filipino crew
neutral,sanoma announc stock option scheme 2008 19 decemb 2008
negative,scanfil execut temporari layoff midoctob 2009 job cut march 2010
neutral,shock phase consum start plan implement build project
neutral,shortterm licens game cost littl 3 purchas game outright cost much 10 15
neutral,mr galvan made save adjust buy less liquor watch portion size
neutral,250 peopl 200 worker retir raah work 2008 2011
neutral,swot analysi one method categor weak
neutral,adjust concern staff specialti paper fiber composit segment
neutral,appoint forc new ceo appoint
neutral,authoris forc end next annual gener meet repeal authoris acquir share given gener meet held april 4 2007
neutral,author forc period 18 month resolut gener meet
neutral,busi gross written premium eur152 4 915 2000 net combin ratio 133 175 staff total offic uk germani benelux
neutral,chill meat product categori led meat fish poultri market finland account share 314
neutral,compani split two part come month essent own oper product suppli enexi own oper grid
neutral,compani continu need alloy nickel ferrochrom molybdenum manganes product said talvivaara
neutral,compani reportedli search replac ceo ollipekka kallasvuo
negative,compani plan close two three line plant 450 job threat
neutral,contract also includ cut edg wagon part ruukki steel servic centr seinajoki raah southwestern finland deliv vr weld assembl
neutral,copi republ redistribut afx new content inculd frame similar mean expressli prohibit without prior written consent afx new
neutral,cosmet collect includ eye shadow face powder lip gloss mascara accessori
neutral,e7 smartphon avail rs35 000 per handset across india nokia india vicepresid manag director shivakumar told report
neutral,employeremploye talk concern 500 peopl whole staff finland
neutral,exercis origin finland earli 1930 train method crosscountri skier
neutral,first phase logist complex envisag complet 70000 sq logist premis gatehous build novemb 2008
neutral,gross area eight hous 12167 m2
neutral,gross area innova 2 project 10000 sq 107600 sq ft
neutral,incid happen 230 pm avenu 192 road 196
neutral,interim report first quarter publish may 8 2009
negative,largest restructur plan itali negoti 40 job cut initi today compani note
neutral,layoff talk first announc august
neutral,machin ceas product end februari 2007
negative,measur result weak demand shipbuild industri
neutral,mill raw materi need increas 100000 m3 wood
neutral,negoti concern personnel cencorp corpor singulas oy whole finland sweden compani said
neutral,negoti concern plant depart produc wind rove employ 10 peopl
neutral,new apart block go close citi center explain chairman board yit ehitu priit sauk
neutral,plant fire combin spruce bark chip log residu mill peat
negative,product liquid june 2009 325 employe loos job
neutral,project 2 x 600 mw coalfir power plant locat 420 km south hanoi compani said
negative,prosecutor also demand outokumpu pay fine eur 800000
negative,pulp product finnish kemijrvi also liquid 1100 employe loos job
neutral,redesign crush circuit oper sinc start septemb overal product rate weekli basi excess averag 40000 tonn day
neutral,resign effect immedi
neutral,scheme teliasonera altimo practic ident except involv merger stake vimpelcom kyivstar
neutral,share subscript period c option commenc 1 septemb 2008 expir 31 march 2011
neutral,share subscript period expir 30 septemb 2007
neutral,subscript period amer sport 2002 warrant scheme end 31 decemb 2007
neutral,term condit stock option scheme 2004 avail group websit
neutral,transact includ also transfer leas agreement concern manufactur premis employ agreement relat oper
neutral,util also provid servic relat electr manag hedg trade risk manag report
negative,also upset machineri work taken poland
negative,cover forest industri unit employe finland concern temporari perman layoff
negative,bad news barbequ season
